genre,file,centroid,bandwidth,zcr,rms,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
blues,blues.00000.wav,4215.242410355615,1892.1376462588662,0.31529373912412995,0.025744516,-405.5749841331458,-178.525250245569,-141.17375743093444,63.23544723991028,14.813907822575938,29.06531949697042,-29.1516257567814,18.92530207203823,-21.14025031459964,15.642062407462712,-17.070722956058493,15.306858770993738,-9.965758149548309
blues,blues.00001.wav,4734.694694869275,1989.9700505771286,0.3830341713795437,0.012773289,-473.90883558019846,-142.82839530704132,-98.09033133442679,57.86778590560282,12.038475012464533,19.412029598749342,-34.18076048055978,22.95857242776383,-19.771426272470354,16.566283416457026,-13.882437433210365,10.784910278816977,-7.560759466331297
blues,blues.00002.wav,4035.6638357429324,1848.954146883663,0.29666352474864655,0.03186368,-376.7726331772457,-155.8262123637894,-143.77298699481398,54.35711450187872,12.056382624944764,35.76714191844671,-25.934994723579255,13.810995860368756,-17.71862137956198,13.76979517341528,-17.199125308606984,14.113576560811913,-8.345808700158372
blues,blues.00003.wav,4264.809111423245,1956.24737000157,0.3206595459928461,0.008153554,-512.4121679801862,-159.34996024910876,-139.29899389252788,47.51501293926768,11.68150576975461,31.547506467055683,-26.25885507585949,18.86443678418577,-16.755880729809263,15.40404854691476,-18.872047186315534,15.353628364892929,-11.972306044378913
blues,blues.00004.wav,4033.809035459313,1710.8544628320035,0.3048676315980278,0.026049798,-424.5075710219119,-136.79041311455586,-127.47857698421159,65.13424981574167,3.8968541196486117,31.990578884291043,-29.600816109729383,11.834684539105208,-12.241471410212192,12.53215879841534,-13.504456093421473,10.044764945406943,-4.129812860610009
blues,blues.00005.wav,4175.459598210161,1730.667482220651,0.32007572324535966,0.02990689,-426.6646579808337,-124.59899987135756,-105.56005283087879,68.80385850963029,1.6526822000079342,24.17331189349058,-32.70817859083949,13.858277640315043,-8.962542748154567,10.450839360104961,-11.61159402854854,10.311292021097584,-5.050321697137278
blues,blues.00006.wav,3320.282435362699,1392.4465847641397,0.2513186992459397,0.036881953,-440.1014556867733,-91.52257973710675,-130.65701514345074,69.58418650863511,27.181747599566634,4.438533670445062,-31.525449994384225,11.614144257138086,-1.7363612364318213,5.5963183476379825,-6.723464264126093,4.621679526001886,-1.9407749912664594
blues,blues.00007.wav,3707.2671855351177,1626.279457546435,0.27410100360112144,0.027727872,-440.4147518348123,-118.00927940367289,-128.2241437121263,70.45800937919915,19.052124376962755,17.076168459060337,-37.87884249567529,18.14333382788002,-10.428327479111557,9.61488609005216,-7.439891669753952,3.9025090949777286,-0.4619959921670506
blues,blues.00008.wav,4301.622846888569,1901.4474553722825,0.33079827375773396,0.025557911,-420.2184456995295,-186.9825980975776,-142.7642420499331,63.41777437131387,12.614411300820596,30.472844810289953,-34.69143648531036,24.319971121576174,-23.57463007829104,22.15887176485875,-17.1513485867446,13.263234985123935,-16.46490522526919
blues,blues.00009.wav,4382.996590492048,1737.2236185559052,0.3552693590487239,0.019572932,-454.69275757887857,-123.74893056378512,-95.29159141576174,72.02072211486737,-2.2941383467485497,15.775420159165872,-25.77358868611951,16.22099623025169,-14.844547268826787,13.20993017246583,-10.90707744854803,9.48275067033086,-3.6201186603647746
blues,blues.00010.wav,3790.2242851173182,1624.070303468099,0.2847416074535963,0.020961009,-435.31428806359423,-112.19848872543713,-122.35952652896012,66.64770639115271,4.57803149539416,19.391856674161396,-26.914777962164404,15.644001519328445,-7.900025057583378,6.011089962519792,-8.595003800769325,7.636584681949224,-5.711890826044816
blues,blues.00011.wav,4325.497618763071,1862.2754851055604,0.33600585182231246,0.004688684,-580.7978672180725,-154.46843773316814,-123.51127935713508,65.12717898296789,7.753253401462448,28.886316641613313,-33.79618221395935,16.89252380562124,-15.966795535127043,18.08804091170338,-16.049244189775013,11.609891877802772,-9.67508563703289
blues,blues.00012.wav,3838.6121977904204,1541.9227955772776,0.307415153108082,0.024118267,-451.6606174860013,-113.35090464276901,-109.53082234324476,79.2449017790422,5.923892313053058,5.803698983976598,-17.526374537976746,6.876731913375562,-14.781390054236555,18.584833062251924,-7.247412032900985,1.9851829002256993,-5.185252208998426
blues,blues.00013.wav,4439.23595330154,1921.5253014608854,0.3485723909996133,0.012829456,-487.9019300039839,-154.7740317037368,-107.57685979804661,65.58568237576961,12.894721744259664,16.793190170835295,-25.497914120545605,14.742860997192844,-25.70178503451451,25.226373570376882,-11.234833890835368,7.320509233968265,-12.649096532173417
blues,blues.00014.wav,4358.93368485894,1833.8183856083704,0.35328111405162416,0.012124499,-514.2712106313934,-86.96917604975658,-70.84983688024411,57.995858864231955,4.278054026573148,2.7426016260714277,-17.947873248837016,10.253986734999664,-12.318837058384858,15.822258596950197,-5.780563670354872,-0.4663078167700385,-4.196414083231622
blues,blues.00015.wav,4138.202773994373,1777.0126221195042,0.32684670763244394,0.015526175,-468.3879536195109,-104.66230736767764,-89.29078623643692,65.24500427652558,6.742996834299054,5.705522760279216,-17.841188497801404,9.705759045982669,-18.39509094816334,20.489100813615767,-5.364930535574537,0.49267670465263574,-7.437548353579078
blues,blues.00016.wav,4338.126555716943,1879.202833951098,0.35046358396171695,0.014296925,-473.25179663319034,-118.10066761874072,-92.34486563861516,61.75461775860394,9.914243337517224,12.53975754281157,-24.940146612566377,10.034226478309956,-17.49486486154094,23.345910244089747,-8.557263748512545,2.529494483576659,-10.705699631528976
blues,blues.00017.wav,3692.5851256994497,1585.9415319616974,0.27939921391628,0.015740748,-497.53270521712295,-106.68686921835676,-109.01320987843148,75.46231652807423,12.837565101214187,2.525224747993715,-21.018613583285838,11.05711858485141,-17.067430056808576,17.288409861022334,-1.3212149761802285,-2.077139517407297,-6.368823189117424
blues,blues.00018.wav,4746.710584863018,1950.6432288835792,0.38423769214037123,0.011220563,-489.0217542905767,-127.73612531583893,-75.35043505572564,62.76758979092237,5.013114042560579,11.540785636107477,-26.92483842556654,13.5563750153451,-17.85226266559755,23.06062982916181,-10.79097678343374,5.409668365212856,-11.004559059510505
blues,blues.00019.wav,3942.6874359174208,1691.867759841912,0.31010881912219646,0.016796416,-468.5662859780105,-92.83537817466633,-92.19782235511198,66.44898755872313,8.349386551193751,2.053071731051215,-16.370552594493287,6.232681366119811,-11.972168020615761,18.250564097846294,-7.19082898383661,0.9581142246872447,-5.050183494168995
blues,blues.00020.wav,4531.780387993929,1994.3101231030614,0.3568214363399072,0.009671294,-482.1998783999653,-127.16307977676502,-88.99069616552185,60.957039055694274,11.112327457354846,12.472384358715397,-26.55018015625421,13.039713013117584,-19.25460169372839,22.47575277306072,-10.095299011864146,5.925325087595196,-11.188295552219676
blues,blues.00021.wav,4244.155514326679,1842.4113120024845,0.3377992374806651,0.016262898,-500.3904559236667,-97.56558917853907,-83.89769385799805,59.15911356821633,8.871144218405641,6.8629035693222304,-19.86944035590463,8.006149661191149,-16.285481729958853,22.36216991790015,-6.024694460902302,-1.834856556842192,-6.359653678567653
blues,blues.00022.wav,4079.3128022397505,1708.1966722306931,0.32963176116589327,0.02331388,-466.5838905925758,-94.61924560788447,-87.74603805880338,64.80629027083101,6.435175900148081,4.23599734770061,-16.44386380131267,6.924705770504912,-16.018182957677702,21.362975678887928,-5.1753785100183185,-2.951755639889874,-4.238445188608504
blues,blues.00023.wav,3749.621361188003,1507.9749614763728,0.298455777503867,0.01789465,-471.2522356770299,-106.47470240925368,-110.44040459006062,80.65118934798832,7.238710768028024,3.8672543787702804,-19.929139099573234,5.359713687799225,-5.841719493207208,10.87959073567403,-2.342944756642185,1.2268012868296059,-11.268539085483901
blues,blues.00024.wav,3746.3716958162922,1444.6020397046718,0.30522600662219646,0.014638464,-505.7575741267791,-94.78458370549266,-102.0707192905988,83.56790973125361,2.900695363137394,-2.1338408698380786,-17.151758556553116,6.924930952336494,-2.2152802142120063,5.692099965362061,-2.7854598205324153,2.7589723817328036,-6.666571322533005
blues,blues.00025.wav,3778.9184033952693,1501.4583021015103,0.30474943203789634,0.016198676,-491.42381640580214,-101.82571686531782,-102.15925356970024,82.8556802796344,7.493695186751989,-3.4463532874215765,-21.4084426615178,9.8425851688356,-3.0229602326962564,9.306216049184153,-6.774708999752543,3.518837829893141,-8.118991523328905
blues,blues.00026.wav,3962.031130965848,1578.2359329852482,0.31449844112529,0.0123147005,-532.4192464451522,-108.17846158109847,-97.96326257701286,78.67419682945898,2.142058247506649,5.081558746071249,-23.608686867252906,12.122624681666345,-8.037488398404644,10.86631814053129,-4.302680504444428,0.35909909834020587,-4.310353369201531
blues,blues.00027.wav,3586.5070981330564,1358.1468227404391,0.2866112752561872,0.024319978,-468.25974392907784,-107.05536640163237,-115.98437348806596,90.441069524446,2.926277114609976,0.5454503751521717,-20.60119910201869,10.868120710899944,-3.2574103353080477,3.973733855976899,-3.5036107180445075,2.4627286986465573,-3.4283215974784365
blues,blues.00028.wav,3592.610466012848,1504.584844116563,0.2854795050270688,0.014723835,-505.0045664008041,-108.24752703356359,-123.5364123788069,77.73290409824746,15.178082414721704,5.146796709027579,-23.93314460072967,10.330983457809626,-9.657163950404858,12.090101140556328,-6.995974994868084,5.021612517168577,-6.470048829029944
blues,blues.00029.wav,5266.016155733447,2059.6884101568517,0.45276586970707655,0.01059225,-514.323368854613,-176.9525425129,-99.97777998622422,47.88172396140266,12.029177448816109,32.53278603367903,-39.32026586776285,26.01042594516515,-24.95285237444297,24.578901480690135,-23.096124153903574,12.061073634059124,-7.409737755028818
blues,blues.00030.wav,5173.131137245578,2051.8168299453787,0.4262940774845321,0.011465181,-505.1392823045982,-181.9347361548991,-108.80513616408139,48.020213645197266,11.043901464631757,32.2258573171247,-38.91486484087707,32.24593660869872,-28.548934766342864,21.74209170811537,-18.011122075657394,13.546209918156782,-14.856118315557556
blues,blues.00031.wav,5045.168342804205,2061.672958888668,0.4243035666811678,0.010525684,-506.09057046638674,-174.08852844744595,-102.92911115161195,50.917058539761705,12.808356051968877,29.134946803739016,-38.89291679213089,26.77622321503697,-22.40904088127421,21.12094501787039,-19.455115077307173,9.929983291484803,-9.79647125089859
blues,blues.00032.wav,5009.505689316947,2052.4197811209083,0.4135681765999613,0.006659942,-555.6668377056021,-149.76260129364204,-90.05282606361585,50.721957479812865,10.007310209496339,28.415524197722345,-40.930164249465705,22.144255107738317,-17.292254491806332,19.8086421740791,-17.00202946404544,11.243589232575799,-11.821531561912026
blues,blues.00033.wav,5440.199718228079,2002.4988688865744,0.47781775667053367,0.010240714,-528.0007122588144,-180.79693832072468,-92.5182191065457,48.21340501514252,6.700123805390339,34.20237500079726,-41.49627787582001,28.375638602696625,-23.335062345431005,22.49936263750776,-22.464200351744967,13.834033867766848,-10.383009498996914
blues,blues.00034.wav,5249.83676908535,2041.4445979700897,0.4581936086136891,0.011341211,-502.78229985760987,-181.7789383582852,-105.58641743589126,45.973644111856885,10.03607168155676,36.609121878182165,-38.132456085776525,27.14461593977882,-28.920595429639384,24.223398957711318,-16.860084077198753,10.3777386567472,-11.875808306226027
blues,blues.00035.wav,5163.600035057824,2077.2999962243707,0.4200159059599768,0.014750891,-469.76820208088816,-184.22629022679774,-114.19006762580194,39.58956762883762,11.905153768456776,37.160630938601614,-37.60147471461019,30.234602775846533,-24.18376379069484,17.798887923776594,-19.564635993237253,14.968203313630173,-12.392936109886218
blues,blues.00036.wav,5066.955692832575,2090.151990684351,0.4172452025328693,0.011278196,-495.98193580601924,-180.8528827152764,-112.70110764217672,44.39800961360722,11.368076211963677,36.50664775387673,-38.27426645899479,28.426081765767144,-24.48177159435967,18.034740028104626,-18.865331621659987,14.113128986513933,-11.19741082950056
blues,blues.00037.wav,4637.461443374804,2042.9745957517973,0.3695171264742846,0.0055113416,-594.4937844442505,-138.17457881606734,-87.76479469952628,52.00828813523112,7.672655447110913,23.26842555874851,-35.74651190338462,22.995567930262634,-16.9443647323218,16.020983334823363,-14.416237678577994,8.184923830913286,-6.356338717492955
blues,blues.00038.wav,5262.186738884389,2121.374426303208,0.43536258942382056,0.0135226445,-493.09320300339743,-193.54539368092802,-112.07690962385098,43.895121473026386,12.725875589342866,35.999530837475014,-41.721303309277886,29.211333404457104,-20.720613594247965,22.885606346043417,-26.2638809808767,15.638412571770484,-13.328343095669887
blues,blues.00039.wav,4865.907878414179,2100.6334628785867,0.38643137023878577,0.00467846,-584.7563266005753,-147.09360926606485,-98.52214609135619,44.42957068230713,12.148291642496455,31.450464632434453,-34.702345776659094,18.404970815350683,-19.85404279982271,16.878553966998155,-14.607464725784311,14.583864656117779,-11.269436361270113
blues,blues.00040.wav,4658.938746658898,1770.8187724944014,0.3764108420340294,0.038871028,-383.54385254928513,-195.909558500128,-113.3198358613353,85.1160548527959,-0.5462380220381672,29.4628493980205,-36.03943167399435,16.30624818733035,-18.90944707924128,20.792488877860904,-18.962168831396866,14.88173842184981,-6.868213338372449
blues,blues.00041.wav,4845.813596206352,1926.4570372694777,0.3969114794808585,0.035642166,-385.57847417576414,-203.75425655294978,-117.2713501532822,67.92481859740766,6.084010171047078,30.958246685048174,-29.72241965112453,21.550013438831794,-26.093738504222866,17.10780691986387,-20.19340029075733,19.094034944553695,-5.27780198902689
blues,blues.00042.wav,4581.609293750538,1847.4947722456793,0.3521451898443542,0.03191144,-412.00207051568594,-190.83708220960838,-104.68176437812717,85.84080888846314,1.7405475746267156,22.018640477745542,-39.62416458189221,22.963242678532275,-14.847688689349493,15.49099327345771,-21.75329768061174,17.31105716489636,-4.546955900117151
blues,blues.00043.wav,4774.818272619644,1960.7220673671864,0.3935833877126837,0.031710483,-388.98552514710696,-192.80206679105981,-121.7117520907756,61.55156196112749,9.536038898461227,33.74533516655953,-31.87328805827239,21.635605184459987,-24.017297065589553,17.327431170618492,-23.2437554988471,17.321078801148683,-5.028435811591024
