genre,file,centroid,bandwidth,zcr,rms,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
blues,blues.00000.wav,1784.1226412753101,2002.4124072733878,0.08304482066898686,0.13018432,-113.59882,121.57067,-19.162262,42.36394,-6.362266,18.621931,-13.699734,15.339803,-12.274304,10.970945,-8.326061,8.802088,-3.6699412
blues,blues.00001.wav,1530.2617669893777,2038.9876082704006,0.05603980870552978,0.09590782,-207.52383,123.98514,8.947019,35.86715,2.9095948,21.519472,-8.556513,23.370676,-10.103608,11.899242,-5.558824,5.3778763,-2.2344918
blues,blues.00002.wav,1552.8324814348227,1747.7540868495225,0.07629120746326373,0.17547321,-90.757164,140.44087,-29.084547,31.686693,-13.976547,25.753752,-13.66499,11.634442,-11.778322,9.714756,-13.125314,5.791247,-8.901968
blues,blues.00003.wav,1070.1534175250663,1596.4225644535766,0.03330886262567672,0.14104027,-199.57513,150.0861,5.663404,26.855278,1.7700713,14.232647,-4.827845,9.286853,-0.75612015,8.134435,-3.200026,6.078081,-2.478445
blues,blues.00004.wav,1835.12851277257,1748.4107584538087,0.10146053871809745,0.09150122,-160.35417,126.20948,-35.581394,22.139256,-32.47355,10.850702,-23.35007,0.49324912,-11.796538,1.2035192,-13.084959,-2.8104994,-6.9344707
blues,blues.00005.wav,1832.0115969728529,1729.5808044661662,0.09404153373936582,0.103452876,-177.80174,118.20316,-17.57063,30.760927,-21.742554,11.919263,-20.734299,3.1852882,-8.580818,-0.9328851,-11.772245,-2.4087636,-9.348446
blues,blues.00006.wav,1459.4696908114731,1389.068445556609,0.07305223740815932,0.14175196,-190.0688,130.27023,-36.362114,33.036213,11.093892,-0.5918819,-20.890266,0.2784424,-6.496385,-5.5127354,-7.847404,-3.1243007,-6.6028214
blues,blues.00007.wav,1451.859413795751,1577.5671157628296,0.061442246108855375,0.13176751,-179.3723,136.44833,-26.662588,39.96545,5.3108945,10.919133,-20.559534,8.50336,-11.349764,-3.4705548,-8.415842,-6.957211,-3.5460427
blues,blues.00008.wav,1719.4633657271252,2031.8293659117528,0.06402488761600927,0.14232728,-121.38979,122.49833,-14.734729,46.122135,-8.179258,20.172466,-19.171894,23.036837,-11.832729,21.154655,-6.7227974,6.989506,-12.730549
blues,blues.00009.wav,1817.2305900912734,1973.7920387617448,0.07917482356921887,0.08128055,-213.26424,115.16476,-11.69817,39.015358,-20.34833,13.082702,-9.1827,9.017152,-14.104312,4.271254,-6.0507803,3.7858355,0.22263548
blues,blues.00010.wav,1410.0234234402606,1512.304654662329,0.06295882576856149,0.14278811,-173.81046,137.17355,-23.723032,26.979677,-16.67521,4.1947303,-12.571788,5.851669,-2.8769505,-1.1783808,-1.9682404,1.8011796,-3.0069504
blues,blues.00011.wav,1352.7427097237662,1756.8820971332527,0.043930584759280744,0.06570574,-287.9319,124.010765,5.4674478,33.66307,1.091654,14.703699,-4.8811417,8.668892,0.7843316,6.57608,-4.875815,-3.176761,-5.538258
blues,blues.00012.wav,1360.6856016703396,1567.2994690310572,0.06909500676720805,0.118989594,-207.2383,132.82741,-15.45408,60.980972,0.7190263,12.4613285,1.163385,-1.5329199,-17.895847,8.360363,-2.4596508,-0.5846391,0.37226447
blues,blues.00013.wav,1324.5278252945684,1827.8501316965392,0.0514017032820959,0.113129914,-209.80392,124.46476,10.309394,47.016357,6.478227,15.41512,-2.0159416,6.7262187,-21.543222,10.720836,-5.5328465,-2.1957276,-3.0491858
blues,blues.00014.wav,1171.967431930455,1705.3701299892873,0.045036675850734724,0.066998236,-305.66437,113.07102,12.107334,45.052197,17.734385,14.590071,4.147996,0.22631137,-7.021587,13.646477,8.91421,1.3037988,5.9549794
blues,blues.00015.wav,1420.438571434397,1731.176852967896,0.06370125495456304,0.0806058,-238.51962,120.10219,-4.2219477,42.294594,5.923822,13.911398,5.350524,1.8952671,-16.928087,12.343145,3.9388995,-1.3966829,0.013027737
blues,blues.00016.wav,1455.0726339659166,1826.0433384175,0.06134406117072699,0.081422575,-233.77281,120.66434,-3.1640923,39.514828,3.8315241,18.828156,-3.6787386,4.4254684,-14.964929,17.571478,1.8461249,2.5500886,-1.230239
blues,blues.00017.wav,1089.0053435041514,1411.0016368511904,0.048326248912412995,0.09327623,-245.68724,140.48125,-2.7912185,60.404514,18.903513,9.828394,3.563824,0.52286255,-16.378489,6.6293535,7.2584243,-4.021235,1.6011248
blues,blues.00018.wav,1537.4913865266892,2053.965411394372,0.056141769987432324,0.07967066,-252.48178,104.94516,15.296445,42.68784,6.770452,21.611765,-1.3111783,5.681745,-16.636873,12.16935,-1.9619533,1.9602653,-0.89822775
blues,blues.00019.wav,1195.4981309471507,1481.0226384301282,0.05888603900812065,0.09761591,-236.67947,138.4056,-4.9304795,47.6545,5.1578503,8.887806,0.48740575,-3.788342,-14.984866,10.428946,-0.34138408,0.7833589,1.7809838
blues,blues.00020.wav,1390.3828142454292,1911.218377821177,0.05258634232405259,0.07542555,-230.36378,127.07773,7.1146965,39.767056,1.9217218,17.410606,-5.626918,8.2406645,-18.116041,13.844725,-3.7571108,2.579849,-4.3167143
blues,blues.00021.wav,1046.7751266104485,1481.0558466484933,0.047907452387857694,0.1010843,-264.67126,138.85434,11.167329,48.523926,14.904312,20.586437,3.2061763,1.2635795,-15.839373,15.975112,3.358218,-1.506641,1.8969209
blues,blues.00022.wav,1155.8692567088647,1497.9367164622345,0.05856995903422274,0.113379315,-233.96312,136.14453,3.306636,48.930626,8.705184,13.989511,5.3627157,0.4101892,-13.483557,16.860369,5.134752,-2.2307274,3.9538214
blues,blues.00023.wav,1210.1413910383174,1497.6767028673225,0.052467009860788866,0.1019351,-227.2558,137.76518,-14.502317,63.57536,5.6017485,11.988769,1.8891491,-1.8709356,-7.618036,-2.451642,-2.8980217,-9.433825,-10.939208
blues,blues.00024.wav,1120.166568707164,1448.1227679043818,0.04727604770881671,0.08692267,-274.37683,130.40738,-6.357467,70.38822,13.269664,9.472181,7.7330894,-1.2365493,-0.57098776,-2.2971628,3.7794154,0.08548222,-0.9368571
blues,blues.00025.wav,1109.3207630441668,1463.1107858840894,0.051697390999613305,0.0891659,-249.31532,131.00032,0.67787004,66.704155,17.911272,4.623277,6.603809,1.2421156,1.4099408,-1.5849273,-0.9725387,-3.5726154,-2.9297993
blues,blues.00026.wav,1198.8570176825058,1573.3099533109162,0.05197268646075019,0.07705383,-284.64056,108.80131,9.085319,51.198063,18.07189,7.6021547,8.755716,2.3540907,0.0033672713,2.2484956,4.1991253,-3.283064,1.6176828
blues,blues.00027.wav,1392.0263572927067,1494.8775639502574,0.07241441294470224,0.09575479,-228.20984,130.32317,-23.311424,70.20095,1.1310548,7.584427,0.9005107,1.9828155,-6.1644154,-9.382748,-2.56378,-4.5257525,-0.2604643
blues,blues.00028.wav,1115.5894796268226,1398.7226588974142,0.04801998743232792,0.099547915,-248.98882,139.05774,-16.27087,57.13715,20.188509,10.186957,4.54291,0.33107188,-7.8745785,-3.4545717,-2.6574361,-2.8329575,-0.90465844
blues,blues.00029.wav,1648.8848322083284,2190.0464211359326,0.05289486961040216,0.124684155,-233.72897,101.19028,17.647955,23.734173,2.0825462,25.936394,-16.956385,15.084952,-22.273954,4.38161,-23.201656,-6.050581,-5.067927
blues,blues.00030.wav,1379.0236797531356,2003.7311331314502,0.039366118039443156,0.17000204,-206.93233,117.80414,23.241365,28.308992,-1.1260132,18.867393,-21.973022,17.844067,-25.595348,2.1395233,-17.782476,-8.011028,-17.610441
blues,blues.00031.wav,1330.6062681557469,1973.2623612410227,0.04294722484048724,0.15147567,-221.87302,110.8554,18.636082,30.92296,3.2964358,22.585636,-20.40369,12.121833,-26.332514,-4.367301,-26.395552,-13.047178,-12.667627
blues,blues.00032.wav,1309.7746510229813,1883.25814994079,0.03938839846771075,0.10122466,-288.7327,105.90115,18.776207,23.682646,5.6820407,25.54894,-13.463247,12.437668,-11.963671,1.5746145,-15.640525,-6.632071,-11.693039
blues,blues.00033.wav,1430.6028402421161,2075.7185500837736,0.04197368341550657,0.13316597,-238.96988,108.68232,34.158813,30.20716,-0.4982213,27.279755,-21.377928,14.166391,-24.509222,-1.8904003,-28.051817,-11.25711,-16.457558
blues,blues.00034.wav,1537.0761619483683,2157.2970666776923,0.04570244525812065,0.13590334,-217.18364,105.78522,15.602848,25.24884,-1.4500508,30.19327,-17.716623,17.319042,-27.213608,4.338282,-20.0573,-10.700285,-14.228785
blues,blues.00035.wav,1507.1579850499309,2096.930874279644,0.04541997474381284,0.1732646,-171.79478,120.28173,15.331755,21.094315,-5.3954434,24.185543,-24.130846,18.545135,-22.342924,1.3107386,-20.765268,-4.991692,-17.108126
blues,blues.00036.wav,1247.5800479447828,1907.821245646264,0.03690734060808198,0.19766894,-200.18538,116.348595,17.990738,25.287695,0.28717083,24.193773,-22.253931,11.182934,-26.854319,-7.637254,-24.876745,-12.010829,-17.024942
blues,blues.00037.wav,1188.4732078138645,1683.0974006146994,0.048163866130123745,0.06915838,-328.56018,102.70981,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.442599,-12.38671,-8.909131,-9.215009
